# 02805 shared playground — week 1 release (frozen snapshot, 2026-08-26)
# All 303 characters in Wikipedia's Category:Marvel Comics superheroes
# (redirects resolved). node_id matches week1_edges.tsv.
node_id	name	wikidata_id	url	description
Junior_Juniper	Junior Juniper	Q6313312	https://en.wikipedia.org/wiki/Junior_Juniper	Jonathan "Junior" Juniper is a fictional character appearing in American comic books published by Marvel Comics.
Justice_(New_Universe)	Justice (New Universe)	Q3545426	https://en.wikipedia.org/wiki/Justice_(New_Universe)	Justice (John Roger Tensen) is a fictional character appearing in American comic books published by Marvel Comics.
Karnak_(character)	Karnak (character)	Q3193522	https://en.wikipedia.org/wiki/Karnak_(character)	Karnak () is a superhero appearing in American comic books published by Marvel Comics.
Kid_Colt	Kid Colt	Q3546595	https://en.wikipedia.org/wiki/Kid_Colt	Kid Colt is the name of two fictional characters appearing in American comic books published by Marvel Comics.
Killpower	Killpower	Q13512249	https://en.wikipedia.org/wiki/Killpower	Killpower (Julius Mullarkey) is a fictional character appearing in American comic books published by Marvel Comics.
Killraven	Killraven	Q2323492	https://en.wikipedia.org/wiki/Killraven	Killraven (Jonathan Raven) is a character appearing in American comic books published by Marvel Comics.
Kismet_(Marvel_Comics)	Kismet (Marvel Comics)	Q6416807	https://en.wikipedia.org/wiki/Kismet_(Marvel_Comics)	Kismet (), also known as Paragon, Her, and Ayesha (), is a character appearing in American comic books published by Marvel Comics.
Korvus	Korvus	Q6432784	https://en.wikipedia.org/wiki/Korvus	Korvus is a fictional character appearing in American comic books published by Marvel Comics.
Kristoff_Vernard	Kristoff Vernard	Q3545586	https://en.wikipedia.org/wiki/Kristoff_Vernard	Kristoff Vernard (formerly known as Kristoff von Doom and Dr.
Leech_(character)	Leech (character)	Q2198161	https://en.wikipedia.org/wiki/Leech_(character)	Leech is a fictional character appearing in American comic books published by Marvel Comics.
Lei_Kung_(character)	Lei Kung (character)	Q23306598	https://en.wikipedia.org/wiki/Lei_Kung_(character)	Lei Kung the Thunderer is a fictional character appearing in American comic books published by Marvel Comics.
Living_Lightning	Living Lightning	Q3272245	https://en.wikipedia.org/wiki/Living_Lightning	Living Lightning (Miguel Santos) is a fictional superhero appearing in American comic books published by Marvel Comics.
Luke_Cage	Luke Cage	Q2267760	https://en.wikipedia.org/wiki/Luke_Cage	Lucas Cage, born Carl Lucas and also known as Power Man, is a superhero appearing in American comic books published by Marvel Comics.
Machine_Man	Machine Man	Q2601925	https://en.wikipedia.org/wiki/Machine_Man	Machine Man (also known as Aaron Stack, Mister Machine and serial number Z2P45-9-X-51 or X-51 for short) is an android superhero appearing in American comic books published by Marvel Comics.
Magician_(Marvel_Comics)	Magician (Marvel Comics)	Q16253735	https://en.wikipedia.org/wiki/Magician_(Marvel_Comics)	The Magician is the name of three fictional characters appearing in American comic books published by Marvel Comics.
Mahr_Vehl	Mahr Vehl	Q6734866	https://en.wikipedia.org/wiki/Mahr_Vehl	Geheneris Hala´son Mahr Vehl (also known as Mahr Vehl) is a character appearing in American comic books published by Marvel Comics.
Makkari_(character)	Makkari (character)	Q3280860	https://en.wikipedia.org/wiki/Makkari_(character)	Makkari, formerly known as Hurricane and Mercury, is a fictional character appearing in American comic books published by Marvel Comics.
Man-Thing	Man-Thing	Q2267846	https://en.wikipedia.org/wiki/Man-Thing	The Man-Thing (Dr. Theodore "Ted" Sallis) is a fictional character appearing in American comic books published by Marvel Comics.
Mania_(character)	Mania (character)	Q56159606	https://en.wikipedia.org/wiki/Mania_(character)	Mania (also known as Venom and Maniac) is a fictional character appearing in American comic books published by Marvel Comics.
Mark_Hazzard:_Merc	Mark Hazzard: Merc	Q6767974	https://en.wikipedia.org/wiki/Mark_Hazzard:_Merc	Mark Hazzard: Merc is a comic book series published by Marvel Comics under their New Universe imprint.
Marvel_Boy_(Robert_Grayson)	Marvel Boy (Robert Grayson)	Q3296041	https://en.wikipedia.org/wiki/Marvel_Boy_(Robert_Grayson)	Marvel Boy (Robert Grayson), also known as The Uranian, is a superhero appearing in American comic books published by Marvel Comics.
Mayday_Parker	Mayday Parker	Q2186500	https://en.wikipedia.org/wiki/Mayday_Parker	Spider-Girl (May "Mayday" Parker) is a superheroine appearing in American comic books published by Marvel Comics.
Miracleman_(character)	Miracleman (character)	Q2266209	https://en.wikipedia.org/wiki/Miracleman_(character)	Miracleman (originally known as Marvelman), whose civilian name is Michael "Mike" Moran, is a British Golden Age comic book superhero appearing in comic books first published by L.
Misty_Knight	Misty Knight	Q3859385	https://en.wikipedia.org/wiki/Misty_Knight	Mercedes "Misty" Knight is a character appearing in American comic books published by Marvel Comics.
Mockingbird_(Marvel_Comics)	Mockingbird (Marvel Comics)	Q73544	https://en.wikipedia.org/wiki/Mockingbird_(Marvel_Comics)	Barbara "Bobbi" Morse is a superhero appearing in American comic books published by Marvel Comics.
Moon_Knight	Moon Knight	Q1037532	https://en.wikipedia.org/wiki/Moon_Knight	Moon Knight is a superhero appearing in American comic books published by Marvel Comics.
Moondragon	Moondragon	Q1908572	https://en.wikipedia.org/wiki/Moondragon	Moondragon (Heather Douglas) is a character appearing in American comic books published by Marvel Comics.
Moonglow_(comics)	Moonglow (comics)	Q6907797	https://en.wikipedia.org/wiki/Moonglow_(comics)	Moonglow is a character appearing in American comic books published by Marvel Comics.
Morbius	Morbius	Q1087722	https://en.wikipedia.org/wiki/Morbius	Morbius (born Michael Morbius, also known as Morbius the Living Vampire) is a character appearing in American comic books published by Marvel Comics.
Motormouth_(comics)	Motormouth (comics)	Q6918346	https://en.wikipedia.org/wiki/Motormouth_(comics)	Motormouth (Harley Davis) is a fictional character appearing in American comic books published by Marvel Comics.
Ms._Marvel	Ms. Marvel	Q3316552	https://en.wikipedia.org/wiki/Ms._Marvel	Ms. Marvel is the name of several superheroines appearing in comic books published by Marvel Comics.
NFL_SuperPro	Phil Grayfield	Q6953757	https://en.wikipedia.org/wiki/NFL_SuperPro	NFL SuperPro is a comic book series published by Marvel Comics, centered on Phillip "Phil" Grayfield, an ex-National Football League (NFL) player who survives a freak accident and wears a near-indestructible football uniform.
Nightmask	Nightmask	Q3876793	https://en.wikipedia.org/wiki/Nightmask	Nightmask is a fictional character appearing in American comic books published by Marvel Comics.
Nightwatch_(character)	Nightwatch (character)	Q8327297	https://en.wikipedia.org/wiki/Nightwatch_(character)	Nightwatch, also known as Nighteater, is a fictional character appearing in American comic books published by Marvel Comics.
Noh-Varr	Noh-Varr	Q3877735	https://en.wikipedia.org/wiki/Noh-Varr	Noh-Varr is a superhero appearing in American comic books published by Marvel Comics.
Nomad_(Marvel_Comics)	Nomad (Marvel Comics)	Q3877909	https://en.wikipedia.org/wiki/Nomad_(Marvel_Comics)	Nomad is the name of several fictional characters appearing in American comic books published by Marvel Comics.
Northstar_(character)	Northstar (character)	Q251321	https://en.wikipedia.org/wiki/Northstar_(character)	Northstar (Jean-Paul Beaubier) is a fictional superhero appearing in American comic books published by Marvel Comics.
Nova_(Richard_Rider)	Nova (Richard Rider)	Q2356215	https://en.wikipedia.org/wiki/Nova_(Richard_Rider)	Richard "Rich" Rider, also known as Nova, is a superhero appearing in American comic books published by Marvel Comics.
Ogre_(Marvel_Comics)	Ogre (Marvel Comics)	Q3885048	https://en.wikipedia.org/wiki/Ogre_(Marvel_Comics)	Ogre is a fictional character appearing in American comic books published by Marvel Comics.
Outlaw_(Marvel_Comics)	Outlaw (Marvel Comics)	Q3358639	https://en.wikipedia.org/wiki/Outlaw_(Marvel_Comics)	Outlaw is the name of two characters appearing in American comic books published by Marvel Comics.
Oya_(comics)	Oya (comics)	Q10342795	https://en.wikipedia.org/wiki/Oya_(comics)	Idie Okonkwo is a superheroine appearing in American comic books published by Marvel Comics.
Paladin_(comics)	Paladin (comics)	Q3360766	https://en.wikipedia.org/wiki/Paladin_(comics)	Paladin is a character appearing in American comic books published by Marvel Comics.
Patsy_Walker	Patsy Walker	Q1051167	https://en.wikipedia.org/wiki/Patsy_Walker	Patricia "Patsy" Walker is a superhero appearing in American comic books published by Marvel Comics.
Peggy_Carter	Peggy Carter	Q3898777	https://en.wikipedia.org/wiki/Peggy_Carter	Margaret Elizabeth "Peggy" Carter is a fictional character appearing in American comic books published by Marvel Comics.
Phil_Urich	Phil Urich	Q4483669	https://en.wikipedia.org/wiki/Phil_Urich	Philip Benjamin "Phil" Urich () is a fictional character appearing in American comic books published by Marvel Comics.
Phoenix_Force	Phoenix (Guardians of the Galaxy)	Q8347897	https://en.wikipedia.org/wiki/Phoenix_Force	The Phoenix Force is a fictional entity appearing in American comic books published by Marvel Comics.
Phyla-Vell	Phyla-Vell	Q1235121	https://en.wikipedia.org/wiki/Phyla-Vell	Phyla-Vell is a character appearing in American comic books published by Marvel Comics.
Power_Man_(Victor_Alvarez)	Power Man (Victor Alvarez)	Q17014311	https://en.wikipedia.org/wiki/Power_Man_(Victor_Alvarez)	Power Man (Victor Alvarez) is a superhero appearing in American comic books published by Marvel Comics.
Powerhouse_(Marvel_Comics)	Powerhouse (Marvel Comics)	Q7236721	https://en.wikipedia.org/wiki/Powerhouse_(Marvel_Comics)	Powerhouse is a name used by three characters appearing in American comic books published by Marvel Comics.
Puck_(Marvel_Comics)	Puck (Marvel Comics)	Q3410524	https://en.wikipedia.org/wiki/Puck_(Marvel_Comics)	Puck is a fictional character appearing in American comic books published by Marvel Comics.
Quasar_(character)	Quasar (character)	Q1992429	https://en.wikipedia.org/wiki/Quasar_(character)	Quasar is the name of several superheroes appearing in American comic books published by Marvel Comics.
Quicksilver_(Marvel_Comics)	Quicksilver (Marvel Comics)	Q929273	https://en.wikipedia.org/wiki/Quicksilver_(Marvel_Comics)	Quicksilver is a character appearing in American comic books published by Marvel Comics.
Rachel_Summers	Rachel Summers	Q258015	https://en.wikipedia.org/wiki/Rachel_Summers	Rachel Anne Summers is a fictional character appearing in American comic books published by Marvel Comics.
Radian_(Morituri)	Radian (Morituri)	Q7280286	https://en.wikipedia.org/wiki/Radian_(Morituri)	Radian (Louis Armanetti) is a superhero appearing in American comic books published by Marvel Comics.
Radioactive_Man_(comics)	Radioactive Man (comics)	Q978851	https://en.wikipedia.org/wiki/Radioactive_Man_(comics)	Radioactive Man is the name of several supervillains appearing in American comic books published by Marvel Comics.
Ravage_2099	Ravage 2099	Q3930550	https://en.wikipedia.org/wiki/Ravage_2099	Ravage 2099 (Paul-Phillip Ravage) is a superhero appearing in American comic books published by Marvel Comics.
Raza_Longknife	Raza Longknife	Q3421361	https://en.wikipedia.org/wiki/Raza_Longknife	Raza Longknife is a fictional character appearing in American comic books published by Marvel Comics.
Red_Guardian	Red Guardian	Q2298436	https://en.wikipedia.org/wiki/Red_Guardian	The Red Guardian (Russian: Красный страж, Krasnyy Strazh) is the name of several fictional characters appearing in American comic books published by Marvel Comics: Aleksey Lebedev, Alexei Shostakov, Tania Belinsky, Josef Petkus, Krassno Gra
Red_Raven_(Marvel_Comics)	Red Raven (Dania)	Q7304777	https://en.wikipedia.org/wiki/Red_Raven_(Marvel_Comics)	Red Raven is the name of three separate fictional characters appearing in American comic books published by Marvel Comics.
Red_Wolf_(comics)	Red Wolf (comics)	Q3422805	https://en.wikipedia.org/wiki/Red_Wolf_(comics)	Red Wolf is a superhero identity used by several fictional characters appearing in American comic books published by Marvel Comics.
Redneck_(comics)	Redneck (comics)	Q17015182	https://en.wikipedia.org/wiki/Redneck_(comics)	Vincent Stewart, codenamed Redneck and later Skybolt is a fictional mutant character appearing in American comic books published by Marvel Comics.
Ricochet_(comics)	Ricochet (comics)	Q7332306	https://en.wikipedia.org/wiki/Ricochet_(comics)	Ricochet is a fictional character appearing in American comic books published by Marvel Comics.
Rikki_Barnes	Rikki Barnes	Q7334071	https://en.wikipedia.org/wiki/Rikki_Barnes	Rebecca "Rikki" Barnes is a fictional character appearing in American comic books published by Marvel Comics.
Robbie_Baldwin	Robbie Baldwin	Q2276949	https://en.wikipedia.org/wiki/Robbie_Baldwin	Robert "Robbie" Baldwin is a superhero appearing in American comic books published by Marvel Comics.
Rocket_Raccoon	Rocket Raccoon	Q638476	https://en.wikipedia.org/wiki/Rocket_Raccoon	Rocket Raccoon is a character appearing in American comic books published by Marvel Comics.
Rockman_(character)	Rockman (character)	Q6586320	https://en.wikipedia.org/wiki/Rockman_(character)	Rockman is a fictional superhero appearing in American comic books published by Marvel Comics.
Rockslide_(character)	Rockslide (character)	Q962777	https://en.wikipedia.org/wiki/Rockslide_(character)	Rockslide (Santo Vaccarro) is a fictional mutant superhero appearing in American comic books published by Marvel Comics.
Rom_the_Space_Knight	Rom the Space Knight	Q3088458	https://en.wikipedia.org/wiki/Rom_the_Space_Knight	Rom the Space Knight is a superhero who was originally conceived as a toy and then a magazine lead.
Ronin_(Marvel_Comics)	Ronin (Marvel Comics)	Q253251	https://en.wikipedia.org/wiki/Ronin_(Marvel_Comics)	Ronin is an alias used by multiple characters appearing in American comic books published by Marvel Comics.
Ruby_Summers	Ruby Summers	Q3446576	https://en.wikipedia.org/wiki/Ruby_Summers	Ruby Summers is a fictional character appearing in American comic books published by Marvel Comics.
Rusty_Collins	Rusty Collins	Q3453575	https://en.wikipedia.org/wiki/Rusty_Collins	Russell "Rusty" Collins, formerly known as Firefist, is a superhero appearing in American comic books published by Marvel Comics.
Sabra_(character)	Sabra (character)	Q2777040	https://en.wikipedia.org/wiki/Sabra_(character)	Sabra (Hebrew: סברה), also known by her alias Ruth Bat-Seraph (Hebrew: רות בת-שרף), is a superhero appearing in American comic books published by Marvel Comics.
Satana_(Marvel_Comics)	Satana (Marvel Comics)	Q3473863	https://en.wikipedia.org/wiki/Satana_(Marvel_Comics)	Satana Hellstrom () is a fictional character appearing in American comic books published by Marvel Comics.
Scaredycat	Scaredycat	Q7430385	https://en.wikipedia.org/wiki/Scaredycat	Scaredycat (Pilar Lisieux) is a superhero appearing in American comic books published by Marvel Comics.
Scarlet_Scarab	Scarlet Scarab	Q7430450	https://en.wikipedia.org/wiki/Scarlet_Scarab	Scarlet Scarab is the name of three characters appearing in American comic books published by Marvel Comics.
Scarlet_Spider	Scarlet Spider	Q3929460	https://en.wikipedia.org/wiki/Scarlet_Spider	The Scarlet Spider is an alias used by several fictional characters appearing in American comic books published by Marvel Comics, most notably Ben Reilly and Kaine Parker, both of whom are genetic clones of Peter Parker, the superhero Spide
Scarlet_Witch	Scarlet Witch	Q929285	https://en.wikipedia.org/wiki/Scarlet_Witch	Scarlet Witch (Wanda Django Maximoff) is a character appearing in American comic books published by Marvel Comics.
Scatterbrain_(Morituri)	Scatterbrain (Morituri)	Q7430600	https://en.wikipedia.org/wiki/Scatterbrain_(Morituri)	Scatterbrain (Will Deguchi) is a superhero appearing in American comic books published by Marvel Comics.
Scorpio_(Marvel_Comics)	Scorpio (Marvel Comics)	Q7435377	https://en.wikipedia.org/wiki/Scorpio_(Marvel_Comics)	Scorpio is the name of several fictional characters appearing in American comic books published by Marvel Comics.
Sean_and_Chris	Sean and Chris	Q7441548	https://en.wikipedia.org/wiki/Sean_and_Chris	Sean and Chris Daniels are a pair of characters that appear in the NEW-GEN comic books published by Marvel Comics.
Sentry_(Robert_Reynolds)	Sentry (Robert Reynolds)	Q491609	https://en.wikipedia.org/wiki/Sentry_(Robert_Reynolds)	The Sentry (Robert "Bob" Reynolds) and The Void are, respectively, a superhero and supervillain appearing in American comic books published by Marvel Comics.
Shamrock_(comics)	Shamrock (comics)	Q3481318	https://en.wikipedia.org/wiki/Shamrock_(comics)	Shamrock is a comic book superhero appearing in American comic books published by Marvel Comics.
Shang-Chi	Shang-Chi	Q2262357	https://en.wikipedia.org/wiki/Shang-Chi	Zheng Shang-Chi, also known as the Master of Kung Fu, is a superhero appearing in American comic books published by Marvel Comics.
Shatterstar	Shatterstar	Q2275950	https://en.wikipedia.org/wiki/Shatterstar	Shatterstar (Gaveedra-Seven; Earth name: Benjamin Russell) is a mutant superhero appearing in American comic books published by Marvel Comics.
She-Hulk	She-Hulk	Q677627	https://en.wikipedia.org/wiki/She-Hulk	She-Hulk (Jennifer Susan Walters) is a character appearing in American comic books published by Marvel Comics.
She-Hulk_(Lyra)	She-Hulk (Lyra)	Q3841033	https://en.wikipedia.org/wiki/She-Hulk_(Lyra)	She-Hulk (Lyra) is a character appearing in American comic books published by Marvel Comics.
Shear_(character)	Shear (character)	Q7492168	https://en.wikipedia.org/wiki/Shear_(character)	Shear (Walther Feyzioglu) is a superhero appearing in American comic books published by Marvel Comics.
Shuri_(character)	Shuri (character)	Q7505397	https://en.wikipedia.org/wiki/Shuri_(character)	Black Panther / Aja-Adanna (Princess Shuri) is a superheroine appearing in American comic books published by Marvel Comics.
Silencer_(comics)	Silencer (comics)	Q7514430	https://en.wikipedia.org/wiki/Silencer_(comics)	Silencer is the name of several characters appearing in American comic books published by Marvel Comics.
Silhouette_(comics)	Silhouette (comics)	Q7514881	https://en.wikipedia.org/wiki/Silhouette_(comics)	Silhouette (Silhouette Chord) is a character appearing in American comic books published by Marvel Comics.
Silk_(character)	Silk (character)	Q18754954	https://en.wikipedia.org/wiki/Silk_(character)	Silk is a superhero appearing in American comic books published by Marvel Comics.
Skull_the_Slayer	Skull the Slayer	Q7536965	https://en.wikipedia.org/wiki/Skull_the_Slayer	Skull the Slayer (James Patrick Scully) is a character appearing in American comic books published by Marvel Comics.
Snapdragon_(Morituri)	Snapdragon (Morituri)	Q7547285	https://en.wikipedia.org/wiki/Snapdragon_(Morituri)	Snapdragon (Lorna Leigh Raeburn) is a superhero appearing in American comic books published by Marvel Comics.
Solarman	Solarman	Q7557064	https://en.wikipedia.org/wiki/Solarman	Solarman is a comic book superhero that first appeared in 1979, published by Pendulum Press, and then starred in a self-titled two-issue series from Marvel Comics in 1989.
Solo_(Marvel_Comics)	Solo (Marvel Comics)	Q3964376	https://en.wikipedia.org/wiki/Solo_(Marvel_Comics)	James Bourne, also known as Solo, is a character, appearing in American comic books published by Marvel Comics.
Solomon_Kane_(comics)	Solomon Kane (comics)	Q16210414	https://en.wikipedia.org/wiki/Solomon_Kane_(comics)	Solomon Kane is a fictional character featured in several comics published by Marvel Comics between 1973 and 1994.
Speed_(character)	Speed (character)	Q3966459	https://en.wikipedia.org/wiki/Speed_(character)	Speed (Thomas "Tommy" Shepherd) is a fictional superhero appearing in American comic books published by Marvel Comics.
Spider-Bitch_(Ashley_Barton)	Spider-Bitch (Ashley Barton)	Q110692815	https://en.wikipedia.org/wiki/Spider-Bitch_(Ashley_Barton)	Spider-Bitch (Ashley Parker Barton) is a character appearing in American comic books published by Marvel Comics.
Spider-Girl	Spider-Girl	Q60719010	https://en.wikipedia.org/wiki/Spider-Girl	Spider-Girl is the code name of several superheroines in comic books published by Marvel Comics.
Spider-Man	Spider-Man	Q79037	https://en.wikipedia.org/wiki/Spider-Man	Spider-Man is a superhero in American comic books published by Marvel Comics.
Spider-Man_(Marvel_Mangaverse)	Spider-Man (Marvel Mangaverse)	Q48739522	https://en.wikipedia.org/wiki/Spider-Man_(Marvel_Mangaverse)	Spider-Man (Peter Parker) from the Marvel Mangaverse is an alternate version of Spider-Man created by Kaare Andrews and the protagonist of Marvel Mangaverse: Spider-Man.
Spider-Man_Noir	Spider-Man Noir	Q3966701	https://en.wikipedia.org/wiki/Spider-Man_Noir	Spider-Man Noir (Peter Parker), often referred to as Spider-Noir, Spider-Man, or simply Noir, is a superhero appearing in American comic books published by Marvel Comics.
Spider-UK	Spider-UK	Q48739508	https://en.wikipedia.org/wiki/Spider-UK	Spider-UK of the Captain Britain Corps, or simply Spider-UK, is the name of several British alternate-reality superheroes appearing in American comic books published in Marvel Comics.
Spider-Woman	Spider-Woman	Q2922722	https://en.wikipedia.org/wiki/Spider-Woman	Spider-Woman is the code name of several fictional characters in comic books published by Marvel Comics.
Spider-Woman_(Gwen_Stacy)	Spider-Woman (Gwen Stacy)	Q20979395	https://en.wikipedia.org/wiki/Spider-Woman_(Gwen_Stacy)	Spider-Woman (Gwendolyne Maxine "Gwen" Stacy; colloquially: Spider-Gwen, Gwenom, also known as Ghost-Spider) is a superhero appearing in American comic books published by Marvel Comics.
Spider-Woman_(Jessica_Drew)	Spider-Woman (Jessica Drew)	Q1188309	https://en.wikipedia.org/wiki/Spider-Woman_(Jessica_Drew)	Spider-Woman (Jessica Drew) is a character appearing in American comic books published by Marvel Comics.
Spitfire_(character)	Spitfire (character)	Q3493623	https://en.wikipedia.org/wiki/Spitfire_(character)	Spitfire (Lady Jacqueline Falsworth Crichton) is a superhero appearing in American comic books published by Marvel Comics.
Star_Brand	Star Brand	Q3968281	https://en.wikipedia.org/wiki/Star_Brand	The Star Brand is the name of a number of similar objects of power in the world of the Marvel Comics.
Star-Lord	Star-Lord	Q3496918	https://en.wikipedia.org/wiki/Star-Lord	Star-Lord (Peter Jason Quill) is a fictional character appearing in American comic books published by Marvel Comics.
Starhawk_(character)	Starhawk (character)	Q3497149	https://en.wikipedia.org/wiki/Starhawk_(character)	Starhawk (Stakar Ogord) is an antihero appearing in American comic books published by Marvel Comics.
Starr_the_Slayer	Starr the Slayer	Q7602237	https://en.wikipedia.org/wiki/Starr_the_Slayer	Starr the Slayer is a fictional character appearing in American comic books published by Marvel Comics.
Steel_Spider	Steel Spider	Q3497782	https://en.wikipedia.org/wiki/Steel_Spider	Steel Spider (Oliver "Ollie" Osnick) is a superhero appearing in American comic books published by Marvel Comics.
Stingray_(Marvel_Comics)	Stingray (Marvel Comics)	Q2186821	https://en.wikipedia.org/wiki/Stingray_(Marvel_Comics)	Stingray (Walter Newell) is a superhero appearing in American comic books published by Marvel Comics.
Storm_(Marvel_Comics)	Storm (Marvel Comics)	Q632212	https://en.wikipedia.org/wiki/Storm_(Marvel_Comics)	Storm is a superhero appearing in American comic books published by Marvel Comics.
Straw_Man_(comics)	Straw Man (comics)	Q7622370	https://en.wikipedia.org/wiki/Straw_Man_(comics)	The Straw Man, originally called the Scarecrow, is a fictional character appearing in American comic books published by Marvel Comics.
Super_Rabbit	Super Rabbit	Q7642672	https://en.wikipedia.org/wiki/Super_Rabbit	Super Rabbit is a talking animal superhero in american comic books published by Timely Comics, a predecessor of Marvel Comics, during the 1930s and 1940s period fans and historians call the Golden Age of comic books.
Surge_(Marvel_Comics)	Surge (Marvel Comics)	Q2213159	https://en.wikipedia.org/wiki/Surge_(Marvel_Comics)	Noriko "Nori" Ashida is a superhero appearing in the American comic books published by Marvel Comics.
Synapse_(character)	Synapse (character)	Q48739459	https://en.wikipedia.org/wiki/Synapse_(character)	Synapse is the name of two characters appearing in American comic books published by Marvel Comics.
Tarantula_(Marvel_Comics)	Tarantula (Marvel Comics)	Q1094358	https://en.wikipedia.org/wiki/Tarantula_(Marvel_Comics)	The Tarantula is a fictional character name used by several characters, usually supervillains, appearing in American comic books published by Marvel Comics.
The_Union_(Marvel)	The Union (Marvel)	Q96409676	https://en.wikipedia.org/wiki/The_Union_(Marvel)	The Union is a UK superhero team that appears in comic books published by Marvel Comics.
The_Witness_(character)	The Witness (character)	Q8028382	https://en.wikipedia.org/wiki/The_Witness_(character)	The Witness is the name of at least three fictional characters appearing in American comic books published by Marvel Comics.
Thena	Thena	Q7781352	https://en.wikipedia.org/wiki/Thena	Thena (born Azura) is a character appearing in American comic books published by Marvel Comics.
Thin_Man_(character)	Thin Man (character)	Q7784269	https://en.wikipedia.org/wiki/Thin_Man_(character)	The Thin Man is a superhero appearing in American comic books published by Marvel Comics.
Thor_Girl	Thor Girl	Q3990774	https://en.wikipedia.org/wiki/Thor_Girl	Thor Girl (Tarene) is a superheroine appearing in American comic books published by Marvel Comics.
Thunderbolt_(Marvel_Comics)	Thunderbolt (Marvel Comics)	Q7799111	https://en.wikipedia.org/wiki/Thunderbolt_(Marvel_Comics)	Thunderbolt is the name of two fictional characters appearing in American comic books published by Marvel Comics.
Thunderclap_(comics)	Thunderclap (comics)	Q7799130	https://en.wikipedia.org/wiki/Thunderclap_(comics)	Thunderclap (Stanley George Johnson) is a fictional superhero appearing in American comic books published by Marvel Comics.
Timeslip_(comics)	Timeslip (comics)	Q7806604	https://en.wikipedia.org/wiki/Timeslip_(comics)	Timeslip (Rina Patel) is a superhero appearing in American comic books published by Marvel Comics.
Toro_(character)	Toro (character)	Q3995012	https://en.wikipedia.org/wiki/Toro_(character)	Toro is the name of two fictional characters appearing in American comic books published by Marvel Comics.
Toxyn	Toxyn	Q7830489	https://en.wikipedia.org/wiki/Toxyn	Toxyn (Ruth Mastorakis) is a superhero appearing in American comic books published by Marvel Comics.
Turbo_(comics)	Turbo (comics)	Q7853799	https://en.wikipedia.org/wiki/Turbo_(comics)	Turbo is the name of two superheroes appearing in American comic books published by Marvel Comics.
Two-Gun_Kid	Two-Gun Kid	Q961242	https://en.wikipedia.org/wiki/Two-Gun_Kid	The Two-Gun Kid is the name of two Western fictional characters appearing in American comic books published by Marvel Comics.
Typeface_(character)	Typeface (character)	Q7860927	https://en.wikipedia.org/wiki/Typeface_(character)	Typeface (Gordon Thomas) is a fictional character appearing in American comic books published by Marvel Comics.
U.S._Agent	U.S. Agent	Q2540291	https://en.wikipedia.org/wiki/U.S._Agent	U.S. Agent (John Walker) is a character appearing in American comic books published by Marvel Comics, usually those starring Captain America and the Avengers.
Ulysses_Bloodstone	Ulysses Bloodstone	Q3548162	https://en.wikipedia.org/wiki/Ulysses_Bloodstone	Ulysses Bloodstone is a fictional character appearing in American comic books published by Marvel Comics.
Union_Jack_(Joseph_Chapman)	Union Jack (Joseph Chapman)	Q7885781	https://en.wikipedia.org/wiki/Union_Jack_(Joseph_Chapman)	Union Jack (Joseph "Joey" Chapman) is a character appearing in American comic books published by Marvel Comics.
Union_Jack_(Marvel_Comics)	Union Jack (Marvel Comics)	Q898165	https://en.wikipedia.org/wiki/Union_Jack_(Marvel_Comics)	Union Jack is the name of three superheroes appearing in American comic books published by Marvel Comics.
Ursa_Major_(character)	Ursa Major (character)	Q3552470	https://en.wikipedia.org/wiki/Ursa_Major_(character)	Ursa Major (Russian: Большая Медведица, romanized: Bol'shaya Medveditsa, Mikhail Uriokovitch Ursus) is a fictional character, a mutant appearing in American comic books published by Marvel Comics.
Vance_Astrovik	Vance Astrovik	Q3545872	https://en.wikipedia.org/wiki/Vance_Astrovik	Vance Astrovik, also known as Justice and formerly known as Marvel Boy, is a superhero appearing in American comic books published by Marvel Comics.
Venom_(character)	Venom (character)	Q1621261	https://en.wikipedia.org/wiki/Venom_(character)	Venom, known formally as "the Symbiote", is a character appearing in American comic books published by Marvel Comics.
Vindicator_(comics)	Vindicator (comics)	Q641682	https://en.wikipedia.org/wiki/Vindicator_(comics)	Vindicator (Heather MacNeil Hudson) is a fictional superhero appearing in American comic books published by Marvel Comics.
Vulcan_(Marvel_Comics)	Vulcan (Marvel Comics)	Q2568977	https://en.wikipedia.org/wiki/Vulcan_(Marvel_Comics)	Vulcan (Gabriel Summers) is a fictional character appearing in American comic books published by Marvel Comics.
Vyking	Vyking	Q7943936	https://en.wikipedia.org/wiki/Vyking	Vyking (Harold Carl Everson) is a superhero appearing in American comic books published by Marvel Comics.
War_Machine	War Machine	Q616337	https://en.wikipedia.org/wiki/War_Machine	War Machine is a superhero appearing in American comic books published by Marvel Comics.
Werewolf_by_Night	Werewolf by Night	Q2268707	https://en.wikipedia.org/wiki/Werewolf_by_Night	The Werewolf by Night (also known as the Werewolf) is a fictional character and werewolf appearing in American comic books published by Marvel Comics.
White_Tiger_(Heroes_for_Hire)	White Tiger (Heroes for Hire)	Q7995470	https://en.wikipedia.org/wiki/White_Tiger_(Heroes_for_Hire)	White Tiger is a fictional animal superhero character appearing in American comic books published by Marvel Comics.
White_Tiger_(comics)	White Tiger (comics)	Q3528345	https://en.wikipedia.org/wiki/White_Tiger_(comics)	White Tiger is the name of several superheroes appearing in American comic books published by Marvel Comics.
