# 02805 shared playground — week 1 release (frozen snapshot, 2026-08-26)
# Wikipedia Category:Marvel Comics superheroes: one node per character; edge A -> B
# when the article of A links to the article of B. 303 nodes, 1784 directed edges.
# 17 characters have no edge in either direction — take the full node set from week1_nodes.tsv.
# source	target
Gwenpool	Rocket_Raccoon
Gwenpool	She-Hulk
Gwenpool	Spider-Man
Gwenpool	Spider-Woman_(Gwen_Stacy)
Gwenpool	Storm_(Marvel_Comics)
Gwenpool	Wolverine_(character)
Hank_Pym	Bill_Foster_(character)
Hank_Pym	Doctor_Nemesis
Hank_Pym	Doctor_Strange
Hank_Pym	Firebird_(Marvel_Comics)
Hank_Pym	Hyperion_(character)
Hank_Pym	Magician_(Marvel_Comics)
Hank_Pym	Mockingbird_(Marvel_Comics)
Hank_Pym	Shang-Chi
Hawkeye_(comics)	Black_Widow_(Natasha_Romanova)
Hawkeye_(comics)	Franklin_Richards_(character)
Hawkeye_(comics)	Ronin_(Marvel_Comics)
Helix_(Marvel_Comics)	Spider-Man
Hellion_(character)	Anole_(character)
Hellion_(character)	Emma_Frost
Hellion_(character)	Empath_(character)
Hellion_(character)	Hulk
Hellion_(character)	Phoenix_Force
Hellion_(character)	Rachel_Summers
Hellion_(character)	Rockslide_(character)
Hellion_(character)	Rusty_Collins
Hellion_(character)	Spider-Man
Hellion_(character)	Surge_(Marvel_Comics)
Hellion_(character)	Synapse_(character)
Hercules_(Marvel_Comics)	Abomination_(character)
Hercules_(Marvel_Comics)	Ajak
Hercules_(Marvel_Comics)	Ares_(Marvel_Comics)
Hercules_(Marvel_Comics)	Balder_the_Brave
Hercules_(Marvel_Comics)	Black_Widow_(Natasha_Romanova)
Hercules_(Marvel_Comics)	Captain_Marvel_(Marvel_Comics)
Hercules_(Marvel_Comics)	Firelord_(character)
Hercules_(Marvel_Comics)	Hulk
Hercules_(Marvel_Comics)	Human_Torch
Hercules_(Marvel_Comics)	Living_Lightning
Hercules_(Marvel_Comics)	Noh-Varr
Hercules_(Marvel_Comics)	Quicksilver_(Marvel_Comics)
Hercules_(Marvel_Comics)	Red_Guardian
Hercules_(Marvel_Comics)	Red_Wolf_(comics)
Hercules_(Marvel_Comics)	She-Hulk
Hercules_(Marvel_Comics)	Spider-Man
Hercules_(Marvel_Comics)	Star-Lord
Hit-Monkey	Deadpool
Hit-Monkey	Jubilee_(character)
Hit-Monkey	Spider-Man
Hornet_(comics)	Black_Marvel
Hornet_(comics)	Dusk_(comics)
Hornet_(comics)	Spider-Woman_(Jessica_Drew)
Hornet_(comics)	Wolverine_(character)
Hrimhari	Werewolf_by_Night
Hulk	Abomination_(character)
Hulk	Deadpool
Hulk	Devil_Hulk
Hulk	Gargoyle_(comics)
Hulk	Hercules_(Marvel_Comics)
Hulk	Jean_Grey
Hulk	She-Hulk
Hulk	She-Hulk_(Lyra)
Hulk	Spider-Man
Hulk	Wolverine_(character)
Hulk_2099	Hulk
Hulk_2099	Moon_Knight
Hulkling	Captain_Marvel_(Khn'nr)
Hulkling	Cloak_and_Dagger_(characters)
Hulkling	Hank_Pym
Hulkling	Hulk
Hulkling	Noh-Varr
Hulkling	Quicksilver_(Marvel_Comics)
Hulkling	Scarlet_Witch
Hulkling	Speed_(character)
Hulkling	Wolverine_(character)
Human_Fly_(character)	Hornet_(comics)
Human_Fly_(character)	Moon_Knight
Human_Fly_(character)	Spider-Man
Human_Fly_(character)	Spider-Woman
Human_Fly_(character)	Spider-Woman_(Jessica_Drew)
Human_Torch	Franklin_Richards_(character)
Human_Torch	Human_Torch_(android)
Human_Torch	Living_Lightning
Human_Torch	Quicksilver_(Marvel_Comics)
Human_Torch	Spider-Man
Human_Torch_(android)	Black_Widow_(Natasha_Romanova)
Human_Torch_(android)	Bucky_(Marvel_Comics)
Human_Torch_(android)	Citizen_V
Human_Torch_(android)	Human_Torch
Human_Torch_(android)	Scarlet_Witch
Human_Torch_(android)	Spitfire_(character)
Human_Torch_(android)	Toro_(character)
Human_Torch_(android)	Union_Jack_(Marvel_Comics)
Human_Torch_(android)	Whizzer_(Robert_Frank)
Hybrid_(Scott_Washington)	Eddie_Brock
Hybrid_(Scott_Washington)	Guardsman_(character)
Hybrid_(Scott_Washington)	Spider-Man
Hybrid_(Scott_Washington)	Vance_Astrovik
Hybrid_(Scott_Washington)	Venom_(character)
Hyperion_(character)	Blue_Marvel
Hyperion_(character)	Doctor_Spectrum
Hyperion_(character)	Gwenpool
Hyperion_(character)	Luke_Cage
Hyperion_(character)	Makkari_(character)
Hyperion_(character)	Quasar_(character)
Ikaris	Doctor_Strange
Ikaris	Makkari_(character)
Ikaris	Thena
Inferno_(Dante_Pertuz)	Black_Bolt
Inferno_(Dante_Pertuz)	Gorgon_(Inhuman)
Inferno_(Dante_Pertuz)	Karnak_(character)
Iron_Fist_(character)	Black_Panther_(character)
Iron_Fist_(character)	Cloak_and_Dagger_(characters)
Iron_Fist_(character)	Crane_Mother
Iron_Fist_(character)	Doctor_Strange
Iron_Fist_(character)	Ghost_Rider
Iron_Fist_(character)	Jessica_Jones
Iron_Fist_(character)	Lei_Kung_(character)
Iron_Fist_(character)	Luke_Cage
Iron_Fist_(character)	Misty_Knight
Iron_Fist_(character)	Moon_Knight
Iron_Fist_(character)	Phoenix_Force
Iron_Fist_(character)	Power_Man_(Victor_Alvarez)
Iron_Fist_(character)	Shang-Chi
Iron_Fist_(character)	Star_Brand
Iron_Fist_(character)	Union_Jack_(Marvel_Comics)
Iron_Fist_(character)	Wolverine_(character)
Iron_Lad	Hulkling
Iron_Lad	Kristoff_Vernard
Iron_Lad	Scarlet_Witch
Iron_Lad	Wolverine_(character)
Iron_Man_(Ultimate_Marvel_character)	Black_Widow_(Natasha_Romanova)
Iron_Man_(Ultimate_Marvel_character)	Hulk
Iron_Man_(Ultimate_Marvel_character)	Spider-Man
Iron_Man_(Ultimate_Marvel_character)	War_Machine
Iron_Man_(Ultimate_Marvel_character)	Wolverine_(Ultimate_Marvel_character)
Iron_Man_2020	Machine_Man
Iron_Man_2020	Spider-Man
Iron_Man_2020	War_Machine
Isaiah_Bradley	Bill_Foster_(character)
Isaiah_Bradley	Black_Panther_(character)
Isaiah_Bradley	Delroy_Garrett
Isaiah_Bradley	Hulk
Isaiah_Bradley	Luke_Cage
Isaiah_Bradley	Storm_(Marvel_Comics)
Isaiah_Bradley	Wolverine_(character)
Jack_Frost_(Marvel_Comics)	Blue_Diamond_(character)
Jack_Frost_(Marvel_Comics)	Human_Torch_(android)
Jack_Frost_(Marvel_Comics)	Jeffrey_Mace
Jack_Frost_(Marvel_Comics)	Red_Raven_(Marvel_Comics)
Jack_Frost_(Marvel_Comics)	Scarlet_Witch
Jack_Frost_(Marvel_Comics)	Thin_Man_(character)
Jack_Frost_(Marvel_Comics)	Whizzer_(Robert_Frank)
Jack_Monroe_(character)	Bucky_(Marvel_Comics)
Jack_Monroe_(character)	Hank_Pym
Jack_Monroe_(character)	Nomad_(Marvel_Comics)
Jack_Monroe_(character)	William_Burnside_(character)
Janice_Lincoln	Black_Widow_(Natasha_Romanova)
Janice_Lincoln	Iron_Fist_(character)
Janice_Lincoln	Luke_Cage
Janice_Lincoln	Spider-Man
Jean_Grey	Betsy_Braddock
Jean_Grey	Cable_(character)
Jean_Grey	Cyclops_(Marvel_Comics)
Jean_Grey	Emma_Frost
Jean_Grey	Gladiator_(Kallark)
Jean_Grey	Jean_Grey_(X-Men_film_series)
Jean_Grey	Phoenix_Force
Jean_Grey	Rachel_Summers
Jean_Grey	Storm_(Marvel_Comics)
Jean_Grey	Wolverine_(Ultimate_Marvel_character)
Jean_Grey	Wolverine_(character)
Jean_Grey	Xorn
Jean_Grey_(X-Men_film_series)	Cyclops_(Marvel_Comics)
Jean_Grey_(X-Men_film_series)	Jean_Grey
Jean_Grey_(X-Men_film_series)	Jubilee_(character)
Jean_Grey_(X-Men_film_series)	Leech_(character)
Jean_Grey_(X-Men_film_series)	Phoenix_Force
Jeffrey_Mace	Human_Torch_(android)
Jericho_Drumm	Black_Cat_(Marvel_Comics)
Jericho_Drumm	Doctor_Strange
Jericho_Drumm	Gargoyle_(comics)
Jericho_Drumm	Ghost_Rider
Jericho_Drumm	Satana_(Marvel_Comics)
Jericho_Drumm	Scarlet_Witch
Jericho_Drumm	Werewolf_by_Night
Jessica_Jones	Blue_Marvel
Jessica_Jones	Cloak_and_Dagger_(characters)
Jessica_Jones	Doctor_Strange
Jessica_Jones	Iron_Fist_(character)
Jessica_Jones	Janice_Lincoln
Jessica_Jones	Jean_Grey
Jessica_Jones	Luke_Cage
Jessica_Jones	Misty_Knight
Jessica_Jones	Scarlet_Witch
Jessica_Jones	She-Hulk
Jessica_Jones	Spider-Girl
Jessica_Jones	Spider-Man
Jessica_Jones	Spider-Woman_(Jessica_Drew)
Jessica_Jones	Wolverine_(character)
John_Jameson_(character)	Hulk
John_Jameson_(character)	Human_Torch
John_Jameson_(character)	Patsy_Walker
John_Jameson_(character)	She-Hulk
John_Jameson_(character)	Spider-Man
John_Jameson_(character)	Spider-Woman_(Gwen_Stacy)
John_Jameson_(character)	Star_Brand
Jubilee_(character)	Betsy_Braddock
Jubilee_(character)	Cable_(character)
Jubilee_(character)	Cyclops_(Marvel_Comics)
Jubilee_(character)	Doctor_Nemesis
Jubilee_(character)	Emma_Frost
Jubilee_(character)	Jean_Grey
Jubilee_(character)	Patsy_Walker
Jubilee_(character)	Scarlet_Witch
Jubilee_(character)	Storm_(Marvel_Comics)
Jubilee_(character)	Wolverine_(character)
Junior_Juniper	Jean_Grey
Junior_Juniper	Wolverine_(character)
Justice_(New_Universe)	Hulk_2099
Justice_(New_Universe)	Nightmask
Justice_(New_Universe)	Quasar_(character)
Justice_(New_Universe)	Star_Brand
Justice_(New_Universe)	Starr_the_Slayer
Karnak_(character)	Black_Bolt
Karnak_(character)	Black_Panther_(character)
Karnak_(character)	Gorgon_(Inhuman)
Karnak_(character)	Hulk
Karnak_(character)	Human_Torch
Karnak_(character)	Jean_Grey
Karnak_(character)	Moon_Knight
Kid_Colt	Black_Panther_(character)
Kid_Colt	Two-Gun_Kid
Killpower	Hulk
Killpower	Motormouth_(comics)
Killraven	Black_Panther_(character)
Killraven	Franklin_Richards_(character)
Killraven	Ravage_2099
Killraven	Shang-Chi
Killraven	Spider-Man
Kismet_(Marvel_Comics)	Adam_Warlock
Kismet_(Marvel_Comics)	Captain_Marvel_(Marvel_Comics)
Kismet_(Marvel_Comics)	Hercules_(Marvel_Comics)
Kismet_(Marvel_Comics)	Hulk
Kismet_(Marvel_Comics)	Hyperion_(character)
Kismet_(Marvel_Comics)	Moondragon
Kismet_(Marvel_Comics)	Quasar_(character)
Kismet_(Marvel_Comics)	Star_Brand
Kismet_(Marvel_Comics)	Starhawk_(character)
Korvus	Nova_(Richard_Rider)
Korvus	Phoenix_Force
Korvus	Rachel_Summers
Korvus	Vulcan_(Marvel_Comics)
Kristoff_Vernard	Franklin_Richards_(character)
Kristoff_Vernard	Human_Torch
Kristoff_Vernard	She-Hulk
Kristoff_Vernard	Spider-Man
Leech_(character)	Emma_Frost
Leech_(character)	Franklin_Richards_(character)
Leech_(character)	Man-Thing
Leech_(character)	Shatterstar
Lei_Kung_(character)	Cyclops_(Marvel_Comics)
Lei_Kung_(character)	Iron_Fist_(character)
Lei_Kung_(character)	Phoenix_Force
Living_Lightning	Flatman_(character)
Living_Lightning	Hulk
Living_Lightning	Human_Torch
Living_Lightning	Quasar_(character)
Living_Lightning	Scarlet_Spider
Luke_Cage	Bill_Foster_(character)
Luke_Cage	Black_Panther_(character)
Luke_Cage	Blade_(character)
Luke_Cage	Iron_Fist_(character)
Luke_Cage	Jericho_Drumm
Luke_Cage	Jessica_Jones
Luke_Cage	Misty_Knight
Luke_Cage	Spider-Man
Luke_Cage	Storm_(Marvel_Comics)
Machine_Man	Arabian_Knight_(character)
Machine_Man	Black_Bolt
Machine_Man	Cable_(character)
Machine_Man	Deathlok
Machine_Man	Elsa_Bloodstone
Machine_Man	Ghost_Rider_(Danny_Ketch)
Machine_Man	Hulk
Machine_Man	Iron_Man_2020
Machine_Man	Morbius
Machine_Man	Ms._Marvel
Machine_Man	Spider-Man
Machine_Man	Vance_Astrovik
Magician_(Marvel_Comics)	Hank_Pym
Magician_(Marvel_Comics)	Jean_Grey
Magician_(Marvel_Comics)	Wolverine_(Ultimate_Marvel_character)
Mahr_Vehl	Genis-Vell
Makkari_(character)	Quasar_(character)
Man-Thing	Blade_(character)
Man-Thing	Doctor_Strange
Man-Thing	Fin_Fang_Foom
Man-Thing	Hank_Pym
Man-Thing	Hit-Monkey
Man-Thing	Jericho_Drumm
Man-Thing	Mockingbird_(Marvel_Comics)
Man-Thing	Morbius
Man-Thing	Satana_(Marvel_Comics)
Man-Thing	She-Hulk
Man-Thing	Spider-Man
Man-Thing	Werewolf_by_Night
Mania_(character)	Black_Cat_(Marvel_Comics)
Mania_(character)	Doctor_Strange
Mania_(character)	Eddie_Brock
Mania_(character)	Human_Torch
Mania_(character)	Spider-Man
Mania_(character)	Venom_(character)
Mania_(character)	Wolverine_(character)
Mark_Hazzard:_Merc	Nightmask
Marvel_Boy_(Robert_Grayson)	Black_Knight_(Marvel_Comics)
Marvel_Boy_(Robert_Grayson)	Quasar_(character)
Mayday_Parker	Anya_Corazon
Mayday_Parker	Black_Cat_(Marvel_Comics)
Mayday_Parker	Darkdevil
Mayday_Parker	Phil_Urich
Mayday_Parker	Scarlet_Spider
Mayday_Parker	Silk_(character)
Mayday_Parker	Spider-Girl
Mayday_Parker	Spider-Man
Mayday_Parker	Spider-Man_Noir
Mayday_Parker	Spider-UK
Mayday_Parker	Spider-Woman
Mayday_Parker	Spider-Woman_(Jessica_Drew)
Mayday_Parker	Venom_(character)
Mayday_Parker	Wolverine_(character)
Misty_Knight	Bill_Foster_(character)
Misty_Knight	Black_Cat_(Marvel_Comics)
Misty_Knight	Black_Panther_(character)
Misty_Knight	Blade_(character)
Misty_Knight	Iron_Fist_(character)
Misty_Knight	Jean_Grey
Misty_Knight	Luke_Cage
Misty_Knight	Paladin_(comics)
Misty_Knight	Phoenix_Force
Misty_Knight	Shang-Chi
Misty_Knight	Spider-Man
Misty_Knight	Tarantula_(Marvel_Comics)
Misty_Knight	Wolverine_(character)
Mockingbird_(Marvel_Comics)	Black_Widow_(Natasha_Romanova)
Mockingbird_(Marvel_Comics)	Deathlok
Mockingbird_(Marvel_Comics)	Doctor_Strange
Mockingbird_(Marvel_Comics)	Man-Thing
Mockingbird_(Marvel_Comics)	Moon_Knight
Mockingbird_(Marvel_Comics)	Patsy_Walker
Mockingbird_(Marvel_Comics)	Quicksilver_(Marvel_Comics)
Mockingbird_(Marvel_Comics)	Ronin_(Marvel_Comics)
Mockingbird_(Marvel_Comics)	Spider-Man
Mockingbird_(Marvel_Comics)	Spider-Woman
Mockingbird_(Marvel_Comics)	War_Machine
Moon_Knight	Adam_Warlock
Moon_Knight	Blade_(character)
Moon_Knight	Deadpool
Moon_Knight	Doctor_Strange
Moon_Knight	Ghost_Rider
Moon_Knight	Iron_Fist_(character)
Moon_Knight	Luke_Cage
Moon_Knight	Paladin_(comics)
Moon_Knight	Phoenix_Force
Moon_Knight	Shang-Chi
Moon_Knight	Spider-Man
Moon_Knight	Star_Brand
Moon_Knight	Werewolf_by_Night
Moon_Knight	Wolverine_(character)
Moondragon	Adam_Warlock
Moondragon	Black_Bolt
Moondragon	Doctor_Strange
Moondragon	Genis-Vell
Moondragon	Patsy_Walker
Moondragon	Phyla-Vell
Moondragon	Quasar_(character)
Moonglow_(comics)	Doctor_Strange
Morbius	Black_Cat_(Marvel_Comics)
Morbius	Blade_(character)
Morbius	Deathlok
Morbius	Doctor_Strange
Morbius	Eddie_Brock
Morbius	Ghost_Rider_(Johnny_Blaze)
Morbius	Human_Torch
Morbius	Jericho_Drumm
Morbius	John_Jameson_(character)
Morbius	Man-Thing
Morbius	Misty_Knight
Morbius	Outlaw_(Marvel_Comics)
Morbius	She-Hulk
Morbius	Spider-Man
Morbius	Werewolf_by_Night
Morbius	Wolverine_(character)
Motormouth_(comics)	Doctor_Strange
Motormouth_(comics)	Hulk
Motormouth_(comics)	Killpower
Motormouth_(comics)	Peggy_Carter
Ms._Marvel	Captain_Marvel_(Marvel_Comics)
NFL_SuperPro	Spider-Man
Nightmask	Captain_Universe
Nightmask	Star_Brand
Nightmask	Starr_the_Slayer
Nightwatch_(character)	Doctor_Druid
Nightwatch_(character)	She-Hulk
Nightwatch_(character)	Spider-Man
Noh-Varr	Ares_(Marvel_Comics)
Noh-Varr	Black_Bolt
Noh-Varr	Captain_Marvel_(Khn'nr)
Noh-Varr	Captain_Marvel_(Marvel_Comics)
Noh-Varr	Doctor_Strange
Noh-Varr	Hercules_(Marvel_Comics)
Noh-Varr	Hulk
Noh-Varr	Hulkling
Noh-Varr	Moondragon
Noh-Varr	Ms._Marvel
Noh-Varr	Nova_(Richard_Rider)
Noh-Varr	Phyla-Vell
Noh-Varr	Rocket_Raccoon
Noh-Varr	Scarlet_Witch
Noh-Varr	Spider-Man
Noh-Varr	Spider-Woman_(Jessica_Drew)
Noh-Varr	Star-Lord
Noh-Varr	Wolverine_(character)
Nomad_(Marvel_Comics)	Bucky_(Marvel_Comics)
Nomad_(Marvel_Comics)	Jack_Monroe_(character)
Nomad_(Marvel_Comics)	Rikki_Barnes
Nomad_(Marvel_Comics)	William_Burnside_(character)
Northstar_(character)	Anole_(character)
Northstar_(character)	Cable_(character)
Northstar_(character)	Cyclops_(Marvel_Comics)
Northstar_(character)	Emma_Frost
Northstar_(character)	Guardian_(Marvel_Comics)
Northstar_(character)	Hercules_(Marvel_Comics)
Northstar_(character)	Hulk
Northstar_(character)	Jean_Grey
Northstar_(character)	Puck_(Marvel_Comics)
Northstar_(character)	Scarlet_Witch
Northstar_(character)	Storm_(Marvel_Comics)
Northstar_(character)	Surge_(Marvel_Comics)
Northstar_(character)	Vindicator_(comics)
Northstar_(character)	Wolverine_(character)
Nova_(Richard_Rider)	Blade_(character)
Nova_(Richard_Rider)	Cable_(character)
Nova_(Richard_Rider)	Darkhawk
Nova_(Richard_Rider)	Mayday_Parker
Nova_(Richard_Rider)	Ms._Marvel
Nova_(Richard_Rider)	Powerhouse_(Marvel_Comics)
Nova_(Richard_Rider)	Quasar_(character)
Nova_(Richard_Rider)	Robbie_Baldwin
Nova_(Richard_Rider)	Rom_the_Space_Knight
Nova_(Richard_Rider)	Spider-Man
Nova_(Richard_Rider)	Star-Lord
Outlaw_(Marvel_Comics)	Agent_X_(Marvel_Comics)
Outlaw_(Marvel_Comics)	Cyclops_(Marvel_Comics)
Outlaw_(Marvel_Comics)	Deadpool
Outlaw_(Marvel_Comics)	Empath_(character)
Outlaw_(Marvel_Comics)	Shatterstar
Oya_(comics)	Cyclops_(Marvel_Comics)
Oya_(comics)	Storm_(Marvel_Comics)
Oya_(comics)	Wolverine_(character)
Paladin_(comics)	Eddie_Brock
Paladin_(comics)	Hank_Pym
Paladin_(comics)	Jubilee_(character)
Paladin_(comics)	Misty_Knight
Paladin_(comics)	Moon_Knight
Paladin_(comics)	Shang-Chi
Paladin_(comics)	Solo_(Marvel_Comics)
Paladin_(comics)	Spider-Man
Paladin_(comics)	Spider-Woman_(Jessica_Drew)
Paladin_(comics)	Tarantula_(Marvel_Comics)
Patsy_Walker	Black_Cat_(Marvel_Comics)
Patsy_Walker	Doctor_Strange
Patsy_Walker	Hank_Pym
Patsy_Walker	Jessica_Jones
Patsy_Walker	Jubilee_(character)
Patsy_Walker	Kristoff_Vernard
Patsy_Walker	Mockingbird_(Marvel_Comics)
Patsy_Walker	Moondragon
Patsy_Walker	Scarlet_Witch
Patsy_Walker	She-Hulk
Phil_Urich	Darkhawk
Phil_Urich	Mayday_Parker
Phil_Urich	Turbo_(comics)
Phoenix_Force	Cyclops_(Marvel_Comics)
Phoenix_Force	Devil_Dinosaur
Phoenix_Force	Emma_Frost
Phoenix_Force	Hank_Pym
Phoenix_Force	Hyperion_(character)
Phoenix_Force	Jean_Grey
Phoenix_Force	Korvus
Phoenix_Force	Lei_Kung_(character)
Phoenix_Force	Luke_Cage
Phoenix_Force	Man-Thing
Phoenix_Force	Moon_Knight
Phoenix_Force	Rachel_Summers
Phoenix_Force	Scarlet_Witch
Phoenix_Force	Shang-Chi
Phoenix_Force	Spider-Man
Phoenix_Force	Vulcan_(Marvel_Comics)
Phoenix_Force	Wolverine_(character)
Phyla-Vell	Adam_Warlock
Phyla-Vell	Cammi_(character)
Phyla-Vell	Captain_Marvel_(Marvel_Comics)
Phyla-Vell	Genis-Vell
Phyla-Vell	Moondragon
Phyla-Vell	Nova_(Richard_Rider)
Phyla-Vell	Quasar_(character)
Phyla-Vell	Star-Lord
Power_Man_(Victor_Alvarez)	Anya_Corazon
Power_Man_(Victor_Alvarez)	Hulk
Power_Man_(Victor_Alvarez)	Iron_Fist_(character)
Power_Man_(Victor_Alvarez)	Luke_Cage
Powerhouse_(Marvel_Comics)	Nova_(Richard_Rider)
Powerhouse_(Marvel_Comics)	Rom_the_Space_Knight
Powerhouse_(Marvel_Comics)	Spider-Man
Powerhouse_(Marvel_Comics)	Wolverine_(character)
Puck_(Marvel_Comics)	Adam_Warlock
Puck_(Marvel_Comics)	Betsy_Braddock
Puck_(Marvel_Comics)	Guardian_(Marvel_Comics)
Puck_(Marvel_Comics)	Hulk
Puck_(Marvel_Comics)	Spider-Man
Puck_(Marvel_Comics)	Storm_(Marvel_Comics)
Puck_(Marvel_Comics)	Vindicator_(comics)
Puck_(Marvel_Comics)	Wolverine_(character)
Quasar_(character)	Marvel_Boy_(Robert_Grayson)
Quasar_(character)	Nova_(Richard_Rider)
Quasar_(character)	Phyla-Vell
Quicksilver_(Marvel_Comics)	Black_Bolt
Quicksilver_(Marvel_Comics)	Franklin_Richards_(character)
Quicksilver_(Marvel_Comics)	Gorgon_(Inhuman)
Quicksilver_(Marvel_Comics)	Hank_Pym
Quicksilver_(Marvel_Comics)	Human_Torch
Quicksilver_(Marvel_Comics)	Mockingbird_(Marvel_Comics)
Quicksilver_(Marvel_Comics)	Northstar_(character)
Quicksilver_(Marvel_Comics)	Scarlet_Witch
Quicksilver_(Marvel_Comics)	Synapse_(character)
Quicksilver_(Marvel_Comics)	Whizzer_(Robert_Frank)
Rachel_Summers	Betsy_Braddock
Rachel_Summers	Cable_(character)
Rachel_Summers	Ch'od
Rachel_Summers	Cyclops_(Marvel_Comics)
Rachel_Summers	Deadpool
Rachel_Summers	Emma_Frost
Rachel_Summers	Franklin_Richards_(character)
Rachel_Summers	Gladiator_(Kallark)
Rachel_Summers	Jean_Grey
Rachel_Summers	Jubilee_(character)
Rachel_Summers	Korvus
Rachel_Summers	Northstar_(character)
Rachel_Summers	Phoenix_Force
Rachel_Summers	Raza_Longknife
Rachel_Summers	Spider-Girl
Rachel_Summers	Spider-Man
Rachel_Summers	Storm_(Marvel_Comics)
Rachel_Summers	Vulcan_(Marvel_Comics)
Rachel_Summers	Wolverine_(character)
Radian_(Morituri)	Blackthorn_(character)
Radian_(Morituri)	Scaredycat
Radian_(Morituri)	Shear_(character)
Radian_(Morituri)	Snapdragon_(Morituri)
Radian_(Morituri)	Toxyn
Radian_(Morituri)	Vyking
Radioactive_Man_(comics)	Black_Knight_(Marvel_Comics)
Radioactive_Man_(comics)	Black_Panther_(character)
Radioactive_Man_(comics)	Eddie_Brock
Radioactive_Man_(comics)	Franklin_Richards_(character)
Radioactive_Man_(comics)	Hank_Pym
Radioactive_Man_(comics)	Moon_Knight
Radioactive_Man_(comics)	Shuri_(character)
Radioactive_Man_(comics)	Spider-Man
Ravage_2099	Doom_2099
Ravage_2099	Spider-Man
Raza_Longknife	Ch'od
Raza_Longknife	Hercules_(Marvel_Comics)
Raza_Longknife	Nova_(Richard_Rider)
Raza_Longknife	Rachel_Summers
Raza_Longknife	Vulcan_(Marvel_Comics)
Red_Guardian	Black_Widow_(Natasha_Romanova)
Red_Guardian	Hulk
Red_Guardian	Jeffrey_Mace
Red_Guardian	Mockingbird_(Marvel_Comics)
Red_Guardian	Ronin_(Marvel_Comics)
Red_Raven_(Marvel_Comics)	Black_Bolt
Red_Raven_(Marvel_Comics)	Nova_(Richard_Rider)
Red_Raven_(Marvel_Comics)	Two-Gun_Kid
Red_Wolf_(comics)	Delroy_Garrett
Red_Wolf_(comics)	Doctor_Strange
Red_Wolf_(comics)	Firebird_(Marvel_Comics)
Red_Wolf_(comics)	Hercules_(Marvel_Comics)
Red_Wolf_(comics)	Hulk
Red_Wolf_(comics)	Kid_Colt
Red_Wolf_(comics)	Scarlet_Spider
Red_Wolf_(comics)	Two-Gun_Kid
Red_Wolf_(comics)	War_Machine
Redneck_(comics)	Turbo_(comics)
Ricochet_(comics)	Black_Marvel
Ricochet_(comics)	Hornet_(comics)
Ricochet_(comics)	Spider-Man
Ricochet_(comics)	Wolverine_(character)
Rikki_Barnes	Anya_Corazon
Rikki_Barnes	Bucky_(Marvel_Comics)
Rikki_Barnes	Franklin_Richards_(character)
Rikki_Barnes	Nomad_(Marvel_Comics)
Rikki_Barnes	Peggy_Carter
Rikki_Barnes	Toro_(character)
Robbie_Baldwin	Anya_Corazon
Robbie_Baldwin	Cloak_and_Dagger_(characters)
Robbie_Baldwin	Darkhawk
Robbie_Baldwin	Hank_Pym
Robbie_Baldwin	Hulk
Robbie_Baldwin	Nova_(Richard_Rider)
Robbie_Baldwin	Radioactive_Man_(comics)
Robbie_Baldwin	Spider-Girl
Robbie_Baldwin	Spider-Man
Robbie_Baldwin	Steel_Spider
Robbie_Baldwin	Timeslip_(comics)
Robbie_Baldwin	Vance_Astrovik
Robbie_Baldwin	Wolverine_(character)
Rocket_Raccoon	Ch'od
Rocket_Raccoon	Hercules_(Marvel_Comics)
Rocket_Raccoon	Hulk
Rocket_Raccoon	Quasar_(character)
Rocket_Raccoon	Scarlet_Witch
Rocket_Raccoon	She-Hulk
Rocket_Raccoon	Star-Lord
Rocket_Raccoon	Vulcan_(Marvel_Comics)
Rockman_(character)	Black_Widow_(Natasha_Romanova)
Rockman_(character)	The_Witness_(character)
Rockslide_(character)	Anole_(character)
Rockslide_(character)	Emma_Frost
Rockslide_(character)	Hellion_(character)
Rockslide_(character)	Hulk
Rockslide_(character)	Phoenix_Force
Rockslide_(character)	Scarlet_Witch
Rom_the_Space_Knight	Captain_Marvel_(Marvel_Comics)
Rom_the_Space_Knight	Genis-Vell
Rom_the_Space_Knight	Hulk
Rom_the_Space_Knight	Iron_Fist_(character)
Rom_the_Space_Knight	Luke_Cage
Rom_the_Space_Knight	Nova_(Richard_Rider)
Rom_the_Space_Knight	Storm_(Marvel_Comics)
Rom_the_Space_Knight	Wolverine_(character)
Ronin_(Marvel_Comics)	Black_Panther_(character)
Ronin_(Marvel_Comics)	Blade_(character)
Ronin_(Marvel_Comics)	Moon_Knight
Ronin_(Marvel_Comics)	Red_Guardian
Ronin_(Marvel_Comics)	Spider-Man
Ruby_Summers	Cyclops_(Marvel_Comics)
Ruby_Summers	Emma_Frost
Rusty_Collins	Cable_(character)
Rusty_Collins	Cyclops_(Marvel_Comics)
Rusty_Collins	Leech_(character)
Sabra_(character)	Arabian_Knight_(character)
Sabra_(character)	Black_Panther_(character)
Sabra_(character)	Cloak_and_Dagger_(characters)
Sabra_(character)	Hulk
Sabra_(character)	Red_Guardian
Sabra_(character)	She-Hulk
Sabra_(character)	Spider-Man
Sabra_(character)	Union_Jack_(Joseph_Chapman)
Sabra_(character)	Vance_Astrovik
Satana_(Marvel_Comics)	Black_Cat_(Marvel_Comics)
Satana_(Marvel_Comics)	Deadpool
Satana_(Marvel_Comics)	Doctor_Druid
Satana_(Marvel_Comics)	Doctor_Strange
